same_movie,neighbour1,neighbour2,neighbour3,neighbour4,neighbour5,neighbour6,neighbour7,neighbour8,neighbour9,neighbour10
4891,7201,7372,2999,5412,1515,14489,4014,8995,10258,12850
4892,5216,6493,9171,13057,3929,3848,5109,16410,7261,9640
4893,440,5195,10708,5789,8810,3050,12829,15783,17231,2717
4894,5114,13911,7707,5173,5575,14612,5733,8620,5210,7531
4895,12677,9927,10527,9005,10274,564,13772,4248,10848,12160
4896,714,4338,12961,4724,2534,2917,9775,7372,11686,11956
4897,4879,6200,3279,3292,15265,8006,1827,10470,1898,997
4898,7970,7986,16861,5341,14724,11688,11961,14694,14685,8572
4899,1342,9126,4469,6431,16610,2029,10563,701,4170,10183
4900,10475,3761,1125,17041,12819,17553,8058,2201,16974,3788
4901,6517,1009,13700,14605,12801,15585,17651,15238,16132,14291
4902,5562,14603,14072,3489,12490,1709,5727,10027,12843,7613
4903,5795,6360,11633,6745,3669,7285,9167,5964,15937,12268
4904,8960,156,12896,14820,9598,6247,8199,6988,16171,16903
4905,7796,4332,969,17143,11656,8205,13026,6332,2437,10434
4906,252,6510,8743,7040,5317,11089,2152,11265,14621,3106
4907,14102,16518,7790,12669,13303,1063,7837,13414,16173,15556
4908,169,1919,2849,4395,10202,15768,4646,5885,634,2323
4909,15167,11145,6980,12864,1576,6809,11842,11803,3991,15467
4910,5878,7559,13361,13714,2565,928,16833,15877,7181,2678
4911,1640,5011,9586,9700,6009,13478,16099,7,6975,16574
4912,10433,1969,7586,11573,12011,14642,8976,3544,15129,6117
4913,4270,6357,4601,13232,10022,16193,4985,10040,956,5903
4914,16357,4590,6437,17149,197,9471,7331,8333,10906,8393
4915,15498,747,396,6680,15191,8996,568,13715,2549,101
4916,4347,13735,15288,1468,3924,1480,2620,9706,6331,2324
4917,15656,13305,12829,245,15448,12013,17297,13976,8715,4236
4918,6619,3390,13296,13427,11699,16570,8948,10334,7212,1113
4919,13663,15609,11191,9236,10418,17036,14584,6374,5103,3046
4920,11959,14208,15019,7801,9543,3813,7702,16540,11710,15880
4921,7675,12650,16590,7062,2323,2781,3531,12788,14442,10528
4922,1053,9953,13507,4000,6269,3519,1811,2550,144,4604
4923,1666,11717,6068,533,8857,16768,17565,10996,17482,2109
4924,6613,15729,12008,11958,10575,1856,11523,8998,463,16920
4925,9067,7345,10207,8362,12394,6039,4430,3038,14693,9444
4926,17638,12456,843,12188,10253,1553,1130,5444,7091,11994
4927,4153,8260,6604,5620,13971,4649,3667,15859,13554,11341
4928,17183,8070,9642,418,15984,195,6798,2426,17595,16486
4929,6186,737,7271,8570,13407,7372,1397,14490,2250,4205
4930,4161,16011,11433,3242,6194,4263,8136,12101,16153,14044
4931,11745,15887,8636,15205,3254,5496,14712,10168,15151,4972
4932,5054,12317,13391,16242,6972,12047,15124,16765,10123,16825
4933,16053,4620,7522,87,10969,7020,2038,1641,2487,1777
4934,2904,927,2249,17336,5615,9363,484,392,13064,7677
4935,11082,10220,16309,4467,5828,14908,14138,1510,2716,16335
4936,9974,14653,17026,11848,17625,2388,7899,17693,17280,6188
4937,11807,3038,9444,2258,142,7575,10242,14535,9130,8036
4938,2686,10089,5649,8724,1303,1827,14958,529,16876,429
4939,4020,6573,4444,3996,119,888,2596,7834,7241,13021
4940,2515,633,16132,10888,2488,11778,13733,5719,11109,12444
4941,17582,1986,8234,11342,13733,14675,9167,5424,16132,5780
4942,8840,8388,5906,1925,10403,15531,13216,15156,16668,12052
4943,16534,7864,6500,1925,3535,9043,1425,9950,1011,6959
4944,16165,4175,12912,6875,7282,3508,12664,9584,15653,1189
4945,13870,14517,9711,10821,7372,10578,8048,10132,17142,793
4946,11635,7073,3539,6152,6551,17500,17550,4616,6628,9790
4947,7537,5908,15431,4585,3740,12173,12124,2989,12300,6505
4948,16349,4360,16946,5805,6744,8229,5612,7686,16030,3824
4949,16169,819,2617,4801,11663,6771,16516,10429,751,2376
4950,11357,888,17579,13021,14582,6573,4020,2582,1386,14424
4951,6037,4432,15107,8644,1220,11283,2372,1905,1428,4306
4952,17521,144,17678,10823,8788,9760,1108,9176,17038,3744
4953,11034,16755,11848,17113,17624,2167,17693,15375,2388,1765
4954,11057,16710,14374,1593,13266,15231,5397,16137,9510,10410
4955,627,3711,11006,14440,4958,5586,2035,635,11482,15608
4956,851,10820,11781,16954,9628,10042,17560,14670,5582,13673
4957,11602,4760,2031,13224,9342,14049,4193,3774,16326,17392
4958,11006,14440,5586,3711,627,4955,635,11482,15085,2035
4959,697,14885,1968,16061,4220,959,4318,10663,1977,2793
4960,17557,16034,9891,13301,2091,15823,2850,16576,16888,4962
4961,7676,15693,14462,6393,300,12588,1383,10862,8222,1876
4962,12454,4960,3251,17557,16034,6636,2571,11113,5817,7372
4963,5291,2886,2676,15567,16537,16821,6436,5942,12515,5864
4964,2269,9410,13471,16977,13973,10173,17761,5807,16380,989
4965,3121,11208,15824,1961,6476,11006,7787,4500,5134,14445
4966,7462,5659,110,6451,11908,2916,3911,12404,1866,7182
4967,17659,12801,17416,14291,9504,5484,11968,13520,14605,7120
4968,4534,5690,17255,3365,8662,15883,15792,17266,15709,2296
4969,4854,15623,10164,871,4252,1002,9520,1628,815,17325
4970,12773,17578,11604,17638,12188,2916,1367,12322,15424,6693
4971,2855,10148,5662,12907,11616,7542,13640,17576,13336,7420
4972,5496,15205,15124,1307,4432,3825,6972,6037,1428,1220
4973,1964,1415,3868,5065,8708,326,10416,9568,14488,9742
4974,16804,3929,17362,820,3109,16652,6493,13642,17218,11964
4975,4755,5133,16598,10998,9253,10898,10484,15318,15607,9122
4976,1056,10192,3767,6876,14645,2997,11731,9612,9305,11224
4977,14459,13298,1202,5318,2462,5472,12343,14960,8764,9254
4978,6007,12792,9170,5226,14533,15733,8782,8846,16363,16201
4979,822,560,7865,10141,10764,345,16937,15699,138,15727
4980,3585,13858,5413,13790,9194,5165,13258,6648,5072,1835
4981,12951,4085,2794,6589,4485,3740,15431,10041,16979,12124
4982,4795,6393,5289,2428,10705,3083,13631,10049,1548,8222
4983,6441,8852,2902,12882,11056,5192,3751,17162,12544,10383
4984,915,12137,5500,16398,1805,3594,12888,8718,8701,5216
4985,3923,12303,7875,808,6337,15182,686,13098,5033,16641
4986,13929,6217,2347,12204,14765,13749,15089,5420,12829,4788
4987,12150,11710,2858,10220,11069,8092,16540,7499,9046,5603
4988,16602,7611,292,314,12486,7638,2981,7765,10893,668
4989,6750,14559,10859,7210,10349,1669,4655,16919,7015,6033
4990,1249,2085,8055,14020,13881,1857,13006,6011,837,12135
4991,10964,16476,15720,9616,1206,6344,3476,14868,13628,14082
4992,6660,6562,4,11946,4358,3786,13915,6768,17519,13044
4993,10319,8478,17590,6106,9802,2879,14630,15360,9427,8441
4994,15448,549,15503,905,2330,7945,4236,130,3473,15847
4995,10240,6235,15532,1046,8989,8316,6910,13102,4546,14364
4996,16242,6972,6844,15124,16765,12317,12470,15107,3860,1307
4997,15524,905,8810,120,11027,15379,3459,567,14714,12821
4998,17727,1556,11889,7671,5773,17604,10296,2898,12087,2449
4999,7008,10415,4462,9168,2911,12516,6888,3199,3191,3083
5000,2388,1087,2908,6394,4535,11593,1765,11193,15592,4285
5001,12405,4212,5038,8262,1897,12892,1157,11919,931,9781
5002,153,11692,4796,6279,13455,14872,12787,13915,3786,14390
5003,11736,1275,11984,16226,17470,6217,15089,1397,11232,6636
5004,443,97,11307,11400,2015,3371,17189,4628,2016,1974
5005,4225,10848,5651,1096,1532,11065,956,11096,4740,16908
5006,496,15617,9158,6967,11311,14948,874,12564,4480,10943
5007,11319,14470,9079,9251,1725,12351,6361,1817,5196,10993
5008,3622,15779,14006,1678,7762,3654,1392,2322,1269,3816
5009,17018,3969,9994,17722,4114,11150,3358,14819,10127,10754
5010,13392,2953,6902,83,4874,17441,4479,13384,4157,12365
5011,12122,5606,13120,17073,1640,1449,8823,7075,8749,1545
5012,8680,11501,5382,14612,1442,8478,13911,12353,4090,8834
5013,740,16771,13498,130,12164,9899,15448,15435,5620,713
5014,12793,8017,3896,8733,11071,15152,15036,7578,4299,667
5015,10437,7634,1987,17597,2997,5947,16546,7877,4070,8861
5016,8754,9224,1092,10125,14634,4144,2493,12228,8078,7242
5017,810,8346,6008,13621,8864,11190,9620,15241,7679,7001
5018,16609,15001,7697,6125,8060,6015,6049,2089,11324,7113
5019,16577,15713,5335,14720,13213,90,17107,12,14689,17290
5020,11323,3860,10168,7509,3254,12918,16882,4432,483,15124
5021,7751,8240,2717,12423,4006,3960,350,10382,16218,4005
5022,17685,3915,14036,5352,12971,17503,2762,8961,12360,14293
5023,12479,2453,15711,12692,17032,11230,16656,3704,294,3712
5024,16624,16727,13743,3288,9937,12492,8173,17199,6696,8137
5025,4577,1144,4640,3538,17154,7233,12778,13392,15062,11283
5026,13851,8703,13810,13090,7369,14847,12812,10608,8595,359
5027,6749,2450,10617,15556,8318,1136,14826,16167,3797,3440
5028,14153,16076,11374,2725,7870,16656,17032,13282,12479,11230
5029,6091,1891,13453,848,12846,8521,12784,6430,11514,10107
5030,16478,10384,15697,6288,7013,3644,2071,4462,6257,10303
5031,444,10408,9495,310,6527,13961,7092,6210,13640,17175
5032,14294,2587,3322,1858,13399,11737,9163,13061,2446,1649
5033,3670,7324,12862,15393,14660,17104,4661,9756,16339,2095
5034,377,16849,10710,8021,8235,5167,3117,15231,13694,6746
5035,7828,330,9049,16792,17513,11337,2395,5762,8079,16438
5036,5275,15041,4646,11584,749,13119,10252,987,10985,12434
5037,13321,4143,9504,13618,7945,8649,1986,8475,11048,10507
5038,15907,17297,11194,9405,5077,10049,1205,15448,2573,8374
5039,9020,1624,14207,14287,16873,6538,11497,15368,177,5077
5040,7599,2086,14096,2899,13437,5657,8775,4273,3470,157
5041,17179,4852,4805,13439,14144,175,4109,7757,16969,15425
5042,7820,517,4144,9224,15820,17395,8754,9438,1092,7242
5043,13588,11480,10637,12689,14515,8272,11043,5816,76,9826
5044,14197,17545,1829,10549,8813,17121,2504,8668,5757,4854
5045,11118,12853,4073,16958,9202,16819,4030,15311,17605,11122
5046,7538,16919,8061,8941,10508,3016,6709,6750,6921,7015
5047,5333,10413,7048,16859,11263,3640,426,2680,5967,6188
5048,13441,17468,17378,12822,11024,7368,12639,12025,13187,12250
5049,14398,3370,318,14787,9698,5790,147,2545,12873,13498
5050,11882,4506,2371,17474,10620,10255,17526,6739,12639,2360
5051,11305,13989,10015,6116,17162,2894,13503,8022,5990,12564
5052,2513,13608,14249,824,7843,579,15722,1694,10910,7808
5053,11281,9857,4973,15293,9393,1964,10099,3868,3719,5569
5054,15124,12047,7624,12918,14691,15107,607,13728,14312,1905
5055,4330,9617,10375,10359,15582,1145,7617,13050,5317,13582
5056,17134,7040,6386,3418,16339,7381,5317,2152,11265,11837
5057,12203,17713,10763,3450,2839,3018,13078,5772,11558,14845
5058,15600,13197,14119,14989,11260,16294,967,17191,11308,2515
5059,3013,12774,1163,818,16883,10119,9517,12490,3084,5084
5060,9866,17523,13694,3117,1280,10456,12848,14678,8912,12082
5061,6913,3995,11571,5066,8406,4288,3943,2132,12624,281
5062,2253,11429,3967,3752,6435,16426,3304,16979,3485,10579
5063,6961,11254,15945,5672,15444,4906,7381,9234,15078,9788
5064,809,13736,16505,12628,3455,17528,11115,17455,8288,16210
5065,9568,1415,4973,1964,5303,8708,3868,10484,16157,9857
5066,11571,8406,6913,2216,12624,8598,6222,281,5061,15542
5067,13901,15823,5470,4854,1953,9213,15665,12533,2635,10706
5068,15240,17142,9646,14100,14887,14305,11866,2115,4654,16584
5069,6287,7617,3106,9617,7155,10375,12911,4577,5317,16879
5070,15292,8251,11163,3257,9895,11181,14988,7722,3353,12712
5071,5239,17324,5327,9939,13930,4315,17405,1962,11077,6475
5072,6648,13858,13258,5413,12360,11421,13790,15539,4980,3585
5073,17069,11062,7917,2180,6345,5041,3481,4109,15068,9656
5074,13762,1952,9008,1271,6627,5465,11355,2530,10698,13285
5075,9330,14815,2456,9208,17424,8806,16721,17472,14978,16604
5076,4709,9160,14113,16303,3921,8105,255,4751,16222,9443
5077,11415,8291,15407,64,8056,1671,10059,8715,2728,11033
5078,4277,6260,773,17142,5648,6725,4755,915,4637,15416
5079,3339,397,9393,9799,15713,5303,10099,5335,16333,6213
5080,15737,14196,8302,11168,1775,5214,17223,1154,11751,16621
5081,5834,4142,2608,13329,7862,8959,10376,12375,4768,12203
5082,3711,15608,4333,15085,13855,4560,7818,3089,16753,5855
5083,5905,6422,2807,10224,7730,6177,17050,2864,13184,11144
5084,12843,8881,8585,7701,16698,15366,14869,6196,10236,8107
5085,11283,8644,1905,1180,6206,4306,6037,15107,13728,14550
5086,4994,13012,13731,13980,12829,3447,245,17470,2330,15783
5087,15116,7624,15844,13728,14313,6972,12317,11283,15107,15124
5088,16850,6019,13390,12150,9637,9046,15059,15528,16287,13646
5089,7505,15498,4915,5018,581,1490,14922,3211,16609,2312
5090,13712,7771,6123,8623,4774,10935,15153,16535,3765,9097
5091,13780,8085,7476,12687,8249,1907,2204,9143,3068,11659
5092,17682,12937,8226,9929,2057,14031,14111,12956,14806,4098
5093,15174,5543,17475,1067,7183,11605,5272,9722,1484,2989
5094,46,17591,12262,8683,11210,551,9092,14134,5330,17187
5095,970,1981,14581,14049,6811,7604,7530,12394,14693,8479
5096,1998,4634,3714,2856,7807,6024,17303,356,11911,989
5097,8293,10678,8908,16233,8246,10143,4845,7289,14983,17468
5098,9167,13257,15937,15585,6745,17651,3669,4143,1009,6581
5099,11109,12813,15626,14119,13899,967,16816,2515,17235,13197
5100,5418,3016,9707,16919,5540,8061,10318,17037,7015,1491
5101,8195,16584,13231,2361,10483,9917,16032,8193,7089,12463
5102,4615,6435,14573,800,6216,10649,13445,16290,8686,3848
5103,16587,2172,8535,3046,1020,4877,2102,12834,16302,13663
5104,13402,14313,12732,9591,9340,13081,3624,10550,11182,1428
5105,8854,10747,6327,12839,6523,831,7534,10212,6524,17081
5106,9903,8839,3678,1092,11065,1532,17131,2493,4092,12228
5107,5871,15319,1631,1359,12095,13072,6698,8908,5187,17511
5108,13397,16867,8710,1657,7317,17114,4437,969,8375,6363
5109,6435,7261,3304,6789,16979,3752,3485,3848,4292,3967
5110,12581,15456,2021,11973,2644,8264,9967,549,9576,5378
5111,167,97,13561,17681,6584,8886,4869,10472,6872,11307
5112,4306,11283,3106,15124,16377,2862,16879,17088,5317,607
5113,3716,9668,5937,9100,11632,2359,7379,12415,14029,8064
5114,4894,5173,5575,266,6313,7707,13911,5733,15590,7531
5115,192,2041,1038,11299,9159,9667,5453,2204,15596,12650
5116,11000,13130,15259,14450,13571,1124,5469,14220,16249,12803
5117,5876,15804,10458,11913,4029,16274,6604,5244,14372,5986
5118,5351,6072,17319,3515,1329,3314,10613,7173,7673,10423
5119,8487,12821,8305,14797,14451,7372,8225,14180,3845,10705
5120,7322,9016,12903,1999,12168,11440,3242,11433,5564,12324
5121,16930,13342,11323,3197,8636,10168,3254,483,15712,15373
5122,7292,5916,1944,12712,15088,8477,1113,1927,512,7386
5123,9804,7386,8955,5070,8251,11557,12712,17602,14888,15292
5124,11444,17447,17164,12252,7867,9597,3049,15330,5093,14623
5125,5470,7326,10715,2134,10690,10457,12535,10557,12831,14950
5126,13452,1614,10258,13597,11568,10093,15407,9698,13929,15611
5127,11743,13240,13640,13696,12414,12372,9479,14388,9687,6917
5128,545,2793,2474,12370,16129,11290,13482,7830,13581,1717
5129,9267,17421,12745,8148,5647,10655,15252,7769,2352,12608
5130,6961,17026,2356,11254,731,1525,362,16788,6188,15945
5131,8633,11627,16981,9304,6130,3236,9308,6593,3127,8936
5132,9221,16683,14908,13985,17256,277,9659,14252,13395,7504
5133,1407,10484,9122,4975,15318,3855,9103,15456,10898,5378
5134,7787,8335,4965,16987,3797,7411,7925,6749,15607,4010
5135,13091,14334,12633,2595,13726,4568,6574,5069,15436,8178
5136,11243,15556,9519,7774,10617,5980,3797,8090,1178,8790
5137,2953,13392,2209,3148,17441,7364,13384,11051,6902,15758
5138,10223,10763,13078,3018,5772,17713,14845,2839,10611,5057
5139,14016,16564,6016,3222,2920,6243,14593,17113,16307,9392
5140,8784,13451,7630,3265,6336,3047,15424,13382,11388,1367
5141,12763,3128,5727,818,1163,7145,1902,268,12675,9677
5142,11217,2761,4518,12905,10916,7734,3602,1335,10308,565
5143,9423,5371,10615,15367,10617,8778,1018,3530,7912,17244
5144,11686,745,17634,1953,1846,1478,2846,13033,1517,7380
5145,10814,8963,15717,2246,4229,1358,3730,7618,16342,1911
5146,14402,3689,17181,6014,14080,16778,17398,17293,16090,14135
5147,8941,3016,891,8804,5418,12464,13263,13106,5046,13530
5148,721,2891,4125,16269,14374,8716,3553,17142,13498,10900
5149,7922,12002,7555,940,9120,5607,7179,13251,15429,17133
5150,16310,17470,9366,12319,15644,15665,2850,1390,5934,14368
5151,3551,9120,7179,12508,13629,14185,17321,13251,2890,15429
5152,4495,4608,23,11402,2625,13600,1217,8670,13436,11135
5153,13286,541,10728,9586,3363,10563,6431,11339,10247,2029
5154,15887,5496,17169,15205,5793,13081,10168,7511,3925,9471
5155,12144,12873,16776,4406,9682,11418,9066,3644,2880,17368
5156,15902,8958,14781,4078,15457,2872,14940,4996,15151,17169
5157,8439,13286,10247,16358,10728,541,6431,15349,6009,13720
5158,3020,2085,17598,13815,7049,13704,13337,14562,4217,14515
5159,11862,14097,16842,13926,9343,16669,7810,11404,14106,163
5160,1345,9411,7092,6210,17128,469,6949,4319,2320,4809
5161,4605,3603,12964,14570,9514,13421,9456,10720,6878,8268
5162,5856,9542,14233,2015,7971,11400,13809,16343,6122,443
5163,6353,4893,2655,15287,5581,16769,10708,5649,2717,105
5164,5325,12503,14044,4122,12101,6194,4930,4263,12903,5564
5165,9194,1835,3585,11235,13790,4980,5413,14721,13258,13858
5166,9836,12242,10361,6283,504,16397,8869,1652,8175,11922
5167,15231,14145,14678,13514,15518,8021,14800,6746,6548,9866
5168,9574,8114,5759,2726,2232,17767,7663,1764,9366,1397
5169,15755,6971,11283,4306,11490,1905,17560,4640,7624,16384
5170,14760,7401,2876,17147,7980,17251,14377,2137,1862,8826
5171,10700,17462,6447,12063,12033,5873,12041,7319,511,4429
5172,318,11568,13929,9269,3284,10258,12129,8350,15407,6934
5173,5114,1871,4894,8834,5575,7707,266,14612,1873,5733
5174,918,3935,2465,8744,13542,7237,5538,11242,3331,5515
5175,8567,11433,10741,8030,1375,1296,6659,14073,14217,8278
5176,13024,10649,3485,630,3304,13905,6435,16979,3967,6261
5177,5514,13180,13362,14370,2623,3721,12162,12168,13527,10660
5178,9573,7537,7601,4585,9693,4947,16410,2794,3848,6435
5179,15901,11679,17539,16366,9131,12261,10872,14663,4870,14016
5180,5531,1954,2431,15364,10234,16771,16065,3076,12618,15939
5181,15563,13050,6206,15582,30,14538,6287,5317,4656,1542
5182,12231,14217,8030,3559,6659,717,6171,3411,873,14470
5183,8823,14224,864,1936,5011,10919,4665,6787,11867,7075
5184,2838,10145,6765,2036,10500,7204,2052,7967,1400,5529
5185,16328,12489,10926,12056,15774,10975,13675,11014,6673,3759
5186,5316,16249,8864,9640,17623,574,16238,6300,17331,10077
5187,3071,1359,17474,4135,8908,16499,14702,7112,2953,9433
5188,10589,3099,9063,6952,14514,16354,3430,7279,7408,14360
5189,5381,92,3939,10535,16221,8747,9691,4313,13329,3175
5190,4577,14457,3538,13392,15114,14218,12778,5025,1650,12890
5191,708,6972,12470,12494,9340,3825,15124,1975,15205,10123
5192,3751,6280,2818,229,17284,15098,10536,10199,11738,4983
5193,2450,16105,15248,946,17606,4462,9203,17206,15842,2999
5194,12168,7777,7526,1999,5196,1613,10789,14073,1485,15045
5195,4893,440,10562,8009,17577,12341,10708,5533,5593,17470
5196,8030,10741,1485,6659,14073,12231,8567,1296,3011,6387
5197,2633,9911,15850,10566,6922,8180,1298,12487,7566,2708
5198,10459,9554,1069,11637,4449,5362,11955,8067,15096,15523
5199,16235,9331,398,14982,7218,7518,10806,2558,360,11156
5200,444,13961,16135,9203,2330,17600,8412,6421,12258,7816
5201,15118,2438,11136,2382,4462,9769,9407,15323,42,9168
5202,12505,9147,781,8166,7056,7788,10411,3476,11483,10335
5203,12674,10960,4023,15867,9827,10366,10183,13548,17592,14597
5204,1409,8691,14086,5368,7034,11167,9292,10095,5761,9909
5205,13348,11592,16152,11054,7666,372,4510,16816,967,15971
5206,10639,9475,2532,304,7695,10996,3046,1020,8535,10418
5207,14964,17567,2242,7075,10675,12984,11207,4700,15589,16574
5208,15888,15211,7935,1770,10745,15255,5516,14009,7803,3625
5209,950,8458,2201,14028,7372,6260,10706,6636,7319,8214
5210,8659,2355,4743,802,5585,15607,12156,11984,16787,8620
5211,8296,6115,1824,2587,2487,6209,6189,14655,6186,15261
5212,3283,2398,555,7902,7390,3010,11252,7688,8770,9823
5213,6933,10075,17731,8153,8069,415,15349,13397,6770,1640
5214,11168,14196,15737,8302,5080,16504,1154,1775,3048,13022
5215,14788,6784,8397,14512,16174,17605,13633,4030,16819,11122
5216,4892,9171,6493,13057,3929,13445,5109,3848,13732,1949
5217,3374,2480,7047,12721,17497,895,17071,5577,561,13380
5218,14561,7135,9920,9777,12387,14184,5673,12265,8448,1276
5219,12465,17406,3479,17222,440,15169,17569,16505,17231,8560
5220,8325,12172,14355,187,4260,3617,11696,15445,2163,16788
5221,7424,6710,9954,8861,14229,5639,3315,17412,4454,4591
5222,15821,7045,657,575,8080,17225,17751,14801,10278,15336
5223,571,4656,4306,11283,8904,6329,9728,6287,2862,6206
5224,9048,6450,52,3900,56,8524,2329,416,2015,15736
5225,12783,121,14655,5490,12341,5211,16111,7100,7504,9688
5226,8782,2122,15425,12232,8846,5614,312,12084,5862,571
5227,13524,1145,11149,2612,6497,12911,10359,6829,13050,14538
5228,10635,9050,7372,17365,6217,13664,2999,2588,4997,3748
5229,10063,4780,417,8515,8084,12111,12392,7414,2649,5290
5230,13569,375,10608,15170,4161,16011,8595,17707,986,14044
5231,15193,12871,5963,1708,6669,471,6085,14828,8666,4249
5232,2984,9622,6397,2825,16555,15027,10287,16493,7907,1350
5233,14597,7353,15438,5965,1928,11001,14991,7798,4303,7766
5234,15276,7037,16628,12447,1089,11099,10945,15616,15403,9970
5235,3617,8857,9740,1043,7545,14653,14652,12862,2783,533
5236,7172,12446,16864,11969,16676,14002,2037,10944,10041,11865
5237,9049,571,8846,11064,9818,14382,2122,15394,12232,8782
5238,8739,1328,12535,448,14980,7255,13054,4220,1762,10690
5239,17324,17405,5327,17169,11077,8393,1962,406,9756,4996
5240,915,4854,4724,8718,411,716,11873,16817,9019,9291
5241,1313,16934,10113,13283,9714,7857,11797,5746,4526,12062
5242,12865,7177,369,17034,14690,7508,9822,6354,11827,1920
5243,17558,15373,15712,7511,12476,483,14718,6844,6350,13074
5244,11913,6591,14301,5117,518,14013,14229,5876,16939,7877
5245,16002,1974,7683,2578,2015,6029,9242,482,13593,11630
5246,13929,12796,12108,9375,10258,4917,1995,1430,10093,11561
5247,8738,8440,1720,7306,2879,8142,10319,5944,11831,7372
5248,5077,9589,8762,4236,2318,8056,15089,12829,9372,9269
5249,12801,5424,17651,2914,17150,5918,2966,13376,13097,16893
5250,11199,14459,4705,4977,12913,10428,13217,9205,10212,2462
5251,10432,756,10706,1003,1847,888,17138,11437,6573,6277
5252,10146,17291,8087,2160,14835,8103,3932,6224,845,6178
5253,11937,16259,12215,16325,1780,818,3013,16883,7145,15885
5254,7875,6337,5692,15182,2136,4661,10436,3923,7009,15578
5255,15048,16339,1659,9205,11837,6386,1843,10158,4870,16139
5256,1544,12746,9424,16693,12137,279,15725,11689,9230,12643
5257,16703,10695,7786,13840,7971,8149,14233,3256,2015,9048
5258,10580,6445,6117,7586,8832,5515,14280,3315,8204,14642
5259,11790,9114,2983,5763,140,16327,16277,11792,12615,9858
5260,3693,15202,13671,4620,1587,8318,1178,9813,6457,5216
5261,15564,10127,4349,11448,604,8724,9457,11997,4797,16454
5262,8462,6310,2926,16651,4500,10443,11044,9374,3114,2837
5263,17249,15963,10617,4317,8805,14258,11913,14719,12442,6699
5264,13740,2934,7528,2564,207,17288,11946,15173,17049,2846
5265,7372,3869,6636,15435,6217,4338,4711,16111,6897,635
5266,2318,4763,7178,9264,17297,12829,12033,3507,5077,4172
5267,12479,17032,294,14837,11230,14912,16656,15711,3712,4154
5268,3690,3348,16593,9498,9766,7431,4011,477,10961,15294
5269,8796,12245,9948,11419,15185,15895,14068,8566,15199,1738
5270,2926,9917,8340,4619,3142,17668,14585,8356,6128,6310
5271,8906,4007,16759,15547,14169,16023,10927,17768,10600,3631
5272,17475,1067,17447,5543,15174,7832,1240,5093,2989,7819
5273,2788,5599,5573,4391,10383,9006,7143,7093,15731,4090
5274,11424,10434,16084,14863,8047,17143,16032,8416,7796,16508
5275,5036,15041,4646,11584,5452,749,13119,987,10929,10252
5276,12129,14207,11561,14033,2082,1003,1649,8459,5266,124
5277,9170,13840,10695,16740,413,3355,6122,4488,15733,8846
5278,15998,848,9491,5662,1167,11632,10391,9437,12518,13336
5279,1185,10348,3867,3096,6703,1763,6700,4821,16145,4654
5280,3494,4680,15807,16840,15974,8976,14023,12639,2360,10143
5281,7953,1429,15178,9512,3556,995,16957,17760,6798,6288
5282,16655,14059,13443,7800,3973,16159,8013,6116,17284,13931
5283,2551,12417,15333,13897,17628,13688,6251,16810,16745,15206
5284,5739,3633,15533,16122,121,17021,9486,13837,4205,12341
5285,1377,2794,4485,4085,8073,9722,12433,15174,12300,2989
5286,2096,16204,9036,3828,8124,17741,13435,6683,3048,6306
5287,14280,13082,1466,15922,8327,12186,16223,8832,6739,5561
5288,11436,12650,4859,13715,11659,8115,8309,8996,1054,3621
5289,16019,1548,1093,1910,12122,1383,1685,6393,3083,17110
5290,14897,2649,13770,3531,4780,417,10063,2068,12392,12111
5291,4963,2886,2676,15567,16821,16537,6436,5942,12515,2659
5292,1495,5738,4033,8447,17085,16082,12891,6037,15107,14410
5293,16128,16384,6274,1798,9960,13651,16668,9189,7624,13728
5294,12855,10020,12722,1733,12016,8436,462,6001,15036,16803
5295,10320,14939,17371,14445,7925,7775,15147,6476,7594,3373
5296,10608,8595,14044,1610,6502,3542,17707,8192,986,10189
5297,15773,33,7496,17230,12834,16302,8580,7695,2532,15557
5298,1530,13477,3437,1582,7150,10724,8867,11771,5503,4949
5299,2651,3794,16434,14428,9487,9669,15423,8224,17309,16942
5300,14246,11600,13995,4498,14151,1286,15772,17704,11800,9725
5301,10075,8153,12484,6009,6055,15620,1640,1570,15349,5213
5302,1,694,13586,1084,4181,10257,1173,15648,10495,10656
5303,15713,10671,5335,9301,9568,16577,1415,5065,13213,9799
5304,7644,11916,7043,10552,5941,3760,4229,456,3055,1553
5305,6357,8178,13244,15956,12191,12077,2199,12274,16351,10209
5306,13136,4447,17046,1040,7964,1534,1758,4445,13789,14819
5307,2567,9982,8421,14540,17532,15218,7609,1717,13603,16437
5308,12456,14935,12846,13010,11926,1834,5245,4155,11514,734
5309,8438,15307,7158,2942,3078,11271,5414,2938,5837,15777
5310,11189,9726,1764,15138,14346,15709,220,4616,2138,4436
5311,10244,17462,3083,15448,11415,8056,4763,2318,8762,10059
5312,8819,426,15584,14640,13379,8892,9285,9556,10685,16162
5313,4763,17462,5266,3507,12033,6888,14814,7367,11415,12829
5314,9249,4581,62,12428,13373,16943,13906,10813,8122,9499
5315,14083,17300,13589,12780,8210,11117,995,17413,2973,11565
5316,17011,9640,2530,9370,6579,9742,10691,17623,9008,6645
5317,6287,2152,15124,1905,11283,13050,15582,17308,3106,12470
5318,8764,14660,10928,15393,11337,6833,17088,2095,15578,16707
5319,4626,13170,1730,15396,13017,263,7929,11744,15423,8600
